"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_04_RLTD_ORG_CORP_EIN","SR_04_RLTD_ORG_CORP_PRIMARY_ACT","SR_04_RLTD_ORG_CORP_DMCL_STATE","SR_04_RLTD_ORG_CORP_CTRL_NA","SR_04_RLTD_ORG_CORP_TYPE","SR_04_RLTD_ORG_CORP_TOT_INCOME","SR_04_RLTD_ORG_CORP_EOY_ASSETS","SR_04_RLTD_ORG_CORP_PCT_OWN","SR_04_RLTD_ORG_CORP_CTRL_512_X","SR_04_RLTD_ORG_CORP_DMCL_CNTR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","274802513","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","464417545","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","371749319","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980607880","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","MP"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980610461","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","SF"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981126908","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","AS"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981091760","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","RO"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","LU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981206286","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","RO"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980648693","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","LG"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981117259","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","LH"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981091994","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","RO"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980641951","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UY"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UY"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"RESEARCH SUPPORT/EVENT SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","TU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"SALES SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","SN"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"SALES SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","AS"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"SALES SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","MX"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"SALES SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","UK"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"SALES SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","FR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"PUBLISHING SUPPORT",NA,NA,"C Corporation",NA,NA,NA,"false","IN"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"RESEARCH SUPPORT/LOGISTICAL SUPPORT FOR EVENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CH"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","043140558","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","760254935","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","133784301","PUBLISHING","NY",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"BOOK DISTRIBUTION",NA,NA,"C Corporation",NA,NA,NA,"false","UK"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"EDUCATION AND RESEARCH",NA,NA,"C Corporation",NA,NA,NA,"false","AE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BD"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","043567988","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981111292","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","PE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981110859","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","PE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981110734","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","PE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981111636","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","PE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980446986","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","273070185","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","273070148","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","AR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980447511","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980684331","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CA"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980560775","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980555927","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","812156530","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","464628691","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","371791658","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","522116455","INVESTMENTS","MA",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","EC"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981097957","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981083311","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","461195422","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","461195591","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","273605599","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","273869467","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","465247314","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","PE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980559097","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","201577934","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","331101243","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980643167","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980643169","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980643164","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980520487","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981197703","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BD"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UK"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","986081350","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","AS"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","813362816","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UY"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","010938844","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981048757","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","010938834","INVESTMENTS","TX",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980641950","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UY"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"CHARITABLE TRUST","MA",NA,"Trust",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980642732","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","NL"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","464502358","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","465654629","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","472081357","INVESTMENTS","MD",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","042636388","INVESTMENTS","MA",NA,"Trust",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980458290","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CA"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980646095","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","RO"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981126654","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","AS"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981126678","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","AS"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981120479","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","464621060","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","464632061","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","RO"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981084076","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980632838","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981098256","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981083800","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980639215","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981120143","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","CI"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","475575876","INVESTMENTS","DE",NA,"C Corporation",NA,NA,NA,"false",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980471766","INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UK"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","UY"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml",NA,"INVESTMENTS",NA,NA,"C Corporation",NA,NA,NA,"false","BR"
