"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_09_EXP_OTH_DESC","F9_09_EXP_OTH_TOT","F9_09_EXP_OTH_PROG","F9_09_EXP_OTH_MGMT","F9_09_EXP_OTH_FUNDR"
"202131349349304813","461110899","MUSCARELLE MUSEUM OF ART FOUNDATION","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349304813_public.xml","ART ACQUISITIONS AND CO","359185","359185",NA,NA
"202131349349304813","461110899","MUSCARELLE MUSEUM OF ART FOUNDATION","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349304813_public.xml","PRINTING","53421",NA,"53421",NA
"202131349349304813","461110899","MUSCARELLE MUSEUM OF ART FOUNDATION","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349304813_public.xml","FREIGHT & SHIPPING","30065","23889","6176",NA
"202131349349304813","461110899","MUSCARELLE MUSEUM OF ART FOUNDATION","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349304813_public.xml","DONOR RELATIONS AND EVE","26444",NA,"14455","11989"
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","EVENTS & HOSPITALITY","1360753","983136","238842","138775"
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","SUPPLIES","4775489","4406977","279128","89384"
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","EQUIP RENTAL AND MAINTENANCE","2585188","2187656","314994","82538"
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","OTHER EXPENSES","1752316","1676939","7949","67428"
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","ART ACQUISITIONS","5466651","5466651",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","UTILITIES","1843895","1843895",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","EQUIPMENT & FACILITIES","1475252","1332350","139173","3729"
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","BUS SUBSIDIES","586857","586857",NA,NA
"201911759349300791","202423587","DUPAGE COUNTY HISTORICAL MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201911759349300791_public.xml","CONTRACTUAL OTHER","3479","3479",NA,NA
"201911759349300791","202423587","DUPAGE COUNTY HISTORICAL MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201911759349300791_public.xml","BOARD EXPENSES","2212",NA,"2212",NA
"201911759349300791","202423587","DUPAGE COUNTY HISTORICAL MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201911759349300791_public.xml","FUNDRAISING EXP","620",NA,NA,"620"
"201911759349300791","202423587","DUPAGE COUNTY HISTORICAL MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201911759349300791_public.xml","BANK AND CREDIT CARD FEES","601",NA,"601",NA
"201130129349300818","850202503","MUSEUM OF NEW MEXICO FOUNDATION","2009","990","https://s3.amazonaws.com/irs-form-990/201130129349300818_public.xml","CREDIT CARDS","30223","28712","0","1511"
"201130129349300818","850202503","MUSEUM OF NEW MEXICO FOUNDATION","2009","990","https://s3.amazonaws.com/irs-form-990/201130129349300818_public.xml","EL PALACIO MAILING","14246","14246","0","0"
"201130129349300818","850202503","MUSEUM OF NEW MEXICO FOUNDATION","2009","990","https://s3.amazonaws.com/irs-form-990/201130129349300818_public.xml","DUES AND SUBSCRIPTIONS","9283","7735","1376","172"
"201130129349300818","850202503","MUSEUM OF NEW MEXICO FOUNDATION","2009","990","https://s3.amazonaws.com/irs-form-990/201130129349300818_public.xml","CONTINGENCY","6291","3146","3145","0"
"201130129349300818","850202503","MUSEUM OF NEW MEXICO FOUNDATION","2009","990","https://s3.amazonaws.com/irs-form-990/201130129349300818_public.xml","BAD DEBTS","5788","5788","0","0"
"201941349349310519","112548304","STONY BROOK RADIOLOGY","2017","990","https://s3.amazonaws.com/irs-form-990/201941349349310519_public.xml","CORPORATION TAX","25","25",NA,NA
"201911339349304391","366108180","ILLINOIS RAILROAD ASSOCIATION","2018","990","https://s3.amazonaws.com/irs-form-990/201911339349304391_public.xml","REIMBURSEMENT FOR SERVI","336546",NA,NA,NA
"201911339349304391","366108180","ILLINOIS RAILROAD ASSOCIATION","2018","990","https://s3.amazonaws.com/irs-form-990/201911339349304391_public.xml","BUSINESS EXPENSE","21882",NA,NA,NA
"201911339349304391","366108180","ILLINOIS RAILROAD ASSOCIATION","2018","990","https://s3.amazonaws.com/irs-form-990/201911339349304391_public.xml","AUTO","9685",NA,NA,NA
"201911339349304391","366108180","ILLINOIS RAILROAD ASSOCIATION","2018","990","https://s3.amazonaws.com/irs-form-990/201911339349304391_public.xml","SUBSCRIPTIONS","7511",NA,NA,NA
