OBJECT_ID,URL,RETURN_TYPE,TAX_YEAR,ORG_NAME,ORG_ADDR_STATE,ORG_EIN,GRO_RCPT,YEAR_FORMATION,ACT_GVRN_EMPL_TOT,ACT_GVRN_VOL_TOT,REV_CONTR_TOTL_CY,REV_PROG_TOT_CY,REV_INVEST_TOT_CY,REV_OTH_CY,REV_TOT_CY,EXP_GRANT_SIMILAR_CY,EXP_BEN_PAID_MEMB_CY,EXP_SAL_ETC_CY,EXP_PROF_FUNDR_TOT_CY,EXP_OTH_CY,EXP_TOT_CY,EXP_REV_LESS_EXP_CY,NAFB_LIAB_TOT_BOY,NAFB_LIAB_TOT_EOY,NAFB_TOT_BOY,NAFB_TOT_EOY,COMP_DTK_NUM_GT_100K_HCE,COMP_DTK_NUM_GT_100K,EXEC_NAME,EXEC_TITLE,EXEC_SALARY,EXEC_HCE_FLAG
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703199349319130_public.xml,990,2016,SHRINERS INTERNATIONAL DBA EL KAHIR SHRINERS,IA,510171873,747888,1927,6,250,123806,93854,26074,81384,325118,0,89216,15839,0,233588,338643,-13525,69935,56785,2757352,2817108,0,0,GUESSING: DAVID ROBINSON,CHIEF RABBAN,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349311897_public.xml,990,2016,THE CENTER FOR REINTEGRATION,NY,223793792,747308,2001,8,0,274900,472382,26,0,747308,0,0,260992,0,631083,892075,-144767,126587,289487,353435,208668,0,0,GUESSING: SIGURD ACKERMAN MD,BOARD MEMBER,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713199349315251_public.xml,990,2016,Preservation Alliance of Minnesota,MN,411427970,745176,1981,13,102,611380,72442,20540,17100,721462,0,0,522242,0,171400,693642,27820,133421,81018,830004,878883,0,0,GUESSING: VANESSA MATISKI,Chair,0,0
2.0184E+17,https://s3.amazonaws.com/irs-form-990/201840159349300704_public.xml,990,2016,RAINBOW RESEARCH INC,MN,411326460,744835,1974,12,5,0,744723,112,0,744835,0,0,399613,0,289533,689146,55689,101710,94940,91555,147244,0,0,MARY MCEATHRON,PRESIDENT & EXECUTIVE DIRECTOR,94244,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349304180_public.xml,990,2016,WOODFIN VOLUNTEER FIRE DEPARTMENT INC,NC,561094552,744491,1959,18,0,1685,742806,0,0,744491,0,0,555102,0,267286,822388,-77897,68555,37532,1616073,1538176,0,0,GUESSING: CHRISTY RAMM,TREASURER,0,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800399349301515_public.xml,990,2016,Achievement Rewards for Colleg Scientists Foundation Inc,CO,840718040,744293,1976,0,65,612198,0,132095,0,744293,279500,0,0,0,7886,287386,456907,0,6500,1163539,1620456,0,0,Susan Speece,President,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810449349301481_public.xml,990,2016,GALILEE VILLAGE PLUS INC,PA,232611169,744078,1990,0,0,0,743887,144,47,744078,0,0,204920,0,566562,771482,-27404,49805,69457,3179374,3151970,0,0,YITZCHOK ROKOWSKY,"PRESIDENT, TREASURER",0,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703199349316500_public.xml,990,2016,GULFSIDE ASSOCIATION OF THE UNITED METHODIST CHURCH INC,MS,640628075,743908,1924,0,0,83831,0,72,660005,743908,0,0,3105,0,152780,155885,588023,136384,295421,389783,977973,0,0,GUESSING: BISHOP EARL W BLEDSOE,TRUSTEE,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743169349300819_public.xml,990,2015,FPA NorCal Conference,CA,261730710,743652,2007,0,19,0,742351,1301,0,743652,0,0,0,0,639985,639985,103667,0,0,447654,553512,0,0,GUESSING: Matt Beck,Chairman,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349310975_public.xml,990,2016,KEMPSVILLE RESCUE SQUAD INC,VA,521356226,742073,1967,0,80,666302,0,-96017,0,570285,0,0,0,0,215098,215098,355187,271000,239800,982805,1339048,0,0,TOM KIERNAN,PRESIDENT,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349300340_public.xml,990,2016,GEORGIA CABLE ASSOCIATION INC,GA,521246437,742018,1984,2,13,0,741800,218,0,742018,0,0,286095,0,412660,698755,43263,30323,23596,459258,502521,0,1,GUESSING: DEYANJONES,CHAIR,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713119349300526_public.xml,990,2016,INTERNATIONAL INSOLVENCY INSTITUTE,VA,541999214,741911,2000,0,23,258450,477057,0,6404,741911,0,0,27078,0,701144,728222,13689,573934,521362,1186499,1200188,0,0,ALAN BLOOM,PRESIDENT,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349302160_public.xml,990,2016,WASHINGTON SQUARE PARK CONSERVANCY INC,NY,461406128,741682,2012,2,128,709504,0,-100,-24750,684654,44373,0,115638,0,83581,243592,441062,185792,89459,220238,661300,0,0,VERONICA BULGARI,PRESIDENT,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723429349300027_public.xml,990,2016,ALLEGANY COUNTY ANIMAL SHELTER,MD,522292769,741266,2002,16,0,694557,46700,9,0,741266,0,0,346852,0,258053,604905,136361,5124,6675,132595,268957,0,0,R MCCLARRAN,PRESIDENT,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743179349305284_public.xml,990,2016,WORD OF LIFE INTERNATIONAL INC,PA,20643112,740684,0,40,0,29973,709404,1307,0,740684,15150,0,381899,0,266075,663124,77560,67741,66307,93585,171145,0,0,GUESSING: Rev Kparku Sam Ndorleh,GENERAL OVERSEE,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733179349304418_public.xml,990,2016,ELM GROVE VILLAGE COMMUNITY ASSOCIATION,TX,741926906,738894,0,0,7,0,532688,9518,196688,738894,0,0,0,0,662170,662170,76724,179748,255111,1785876,1862600,0,0,ED GATJEN,PRESIDENT,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349306227_public.xml,990,2017,THE VIETNAMESE VOLUNTARY FOUNDATION INC,CA,942764504,738890,0,17,0,697876,0,0,-8888,688988,0,0,309368,0,255421,564789,124199,26929,47855,64942,189141,0,0,GUESSING: BAO TRIEU,CHAIRMAN.,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733189349311163_public.xml,990,2016,MESABI FAMILY YOUNG MENS CHRISTIAN ASSN,MN,411460551,738522,1982,97,80,47141,640875,5,29925,717946,0,0,530917,0,334090,865007,-147061,155283,163550,1153838,1006777,0,0,ALLISON KREIBICH,President,0,0
2.0184E+17,https://s3.amazonaws.com/irs-form-990/201840379349300104_public.xml,990,2016,INCLINED PLANE INC,PA,251479221,737590,1984,26,0,455335,104344,1598,116075,677352,0,0,407957,0,269395,677352,0,131416,127959,86489,86489,0,0,GUESSING: ED CERNIC JR,CHAIRMAN,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713139349303586_public.xml,990,2016,TFI MISSION SERVICES,TX,273896791,737559,2010,1,0,737559,0,0,0,737559,0,0,20992,0,667133,688125,49434,1926,1652,212075,270876,0,0,ROBERT WALKER,PRESIDENT,19500,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830089349301168_public.xml,990,2016,Greater San Marcos Youth Council Inc,TX,742553659,736677,1986,30,200,445657,288593,221,2206,736677,0,0,598622,0,176769,775391,-38714,26356,26762,685048,646334,0,0,JEFF CALDWELL,President,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743129349301104_public.xml,990,2016,Franklin Community Cable Access Inc,MA,454825017,734751,2012,5,0,706769,0,8950,19032,734751,0,0,275075,0,344281,619356,115395,10731,17759,3022102,3137497,0,0,William Norman,President,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349317402_public.xml,990,2016,National Paddling Committee USA CanoeKayak,VA,363332979,734751,1987,9,5000,583974,150777,0,0,734751,0,0,281401,0,584823,866224,-131473,73329,65038,222087,90113,0,0,GUESSING: Bob Robison,Director,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349317442_public.xml,990,2016,LEARNING DISABILITIES ASSOCIATION OF HAWAII,HI,990119223,734731,1968,13,10,724907,360,647,5900,731814,8950,0,330072,30000,287214,656236,75578,46868,56959,738711,814289,0,0,SAM K YEE,PRESIDENT,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810119349300621_public.xml,990,2016,ROCKDALE YOUTH SOCCER ASSOCIATION,GA,580168404,734516,1975,2,100,1636,710653,0,22227,734516,0,0,63106,0,681651,744757,-10241,395947,358950,483909,473668,0,0,RODNEY WILLIAMS,PRESIDENT,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349306682_public.xml,990,2017,MARSHALL COUNTY UNITED WAY INC,AL,631095898,734005,1993,4,0,716597,0,2850,2002,721449,540753,0,148872,0,61745,751370,-29921,143027,117896,899215,869294,0,0,SUSAN TULLY,PAST PRESIDENT,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743129349302704_public.xml,990,2016,Community Farms Outreach Inc,MA,43261186,733873,1995,31,841,214966,454811,1310,43976,715063,0,0,427551,0,251890,679441,35622,6302,7107,529081,564703,0,0,MOSHE WEITZMAN,PRESIDENT,0,0
2.0184E+17,https://s3.amazonaws.com/irs-form-990/201840299349300349_public.xml,990,2016,IRON WORKERS LOCAL UNION NO 492 JOINT APPRENTICESHIP COMMITTEE,TN,620945441,733713,0,14,0,119131,602237,5191,7154,733713,0,0,238558,0,184355,422913,310800,0,0,745383,1056183,0,0,GUESSING: KEITH HOPPER,TRUSTEE,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810109349300516_public.xml,990,2016,ALLEN BROUSSARD CONSERVANCY INC,FL,650233682,733403,1995,0,0,489281,204741,0,39381,733403,0,0,339866,0,330429,670295,63108,6013,0,5129808,5290052,0,0,GUESSING: WILLIAM BROUSSARD,DIRECTOR,0,0
2.01841E+17,https://s3.amazonaws.com/irs-form-990/201840679349301354_public.xml,990,2017,KID POWER,UT,942716040,731873,1980,36,0,143130,588366,377,0,731873,0,0,413322,0,252735,666057,65816,0,0,37699,103515,0,1,SUSAN H LUND,PRESIDENT,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349302245_public.xml,990,2016,ROWAN COUNTY RESCUE SQUAD INC,NC,566061117,731647,1951,23,0,504349,98430,11532,89315,703626,0,0,281088,0,372404,653492,50134,213701,111974,938581,988715,0,0,ALLEN CARLYLE,PRESIDENT,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713219349301211_public.xml,990,2016,SANTA CLARITA VALLEY SOCCER ASSOCIATION,CA,954801832,731313,2000,0,300,2963,672929,101,9416,685409,0,0,73376,0,524964,598340,87069,412,0,240472,463174,0,0,CLIFFORD PENICK,President,5176,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713189349309296_public.xml,990,2016,DELAWARE COMMUNITY INVESTMENT CORP,DE,223080881,731092,1994,0,0,28500,0,290598,340003,659101,0,0,0,0,600515,600515,58586,98883472,96888466,9875927,10045060,0,0,JAMES M PEFFLEY,PRESIDENT,0,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703259349301010_public.xml,990,2016,KENTUCKY ASSOCIATION OF SCHOOL COUNCILS INC,KY,611212030,730793,1992,13,2,382713,334486,13594,0,730793,0,0,324844,0,471220,796064,-65271,18213,23797,390626,325355,0,0,Tim Roy,Past President,0,0
2.01714E+17,https://s3.amazonaws.com/irs-form-990/201713559349301011_public.xml,990,2016,LOWER TOWNSHIP RHF HOUSING INC,CA,330310321,730746,1988,0,0,555572,170506,394,4274,730746,0,0,0,0,712703,712703,18043,2253105,2186902,-468454,-450411,0,0,DR LAVERNE R JOSEPH,"PRESIDENT, CEO",0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349309215_public.xml,990,2017,REDEEMED CHRISTIAN CHURCH OF GOD,GA,582255104,730111,1996,9,25,730074,0,37,0,730111,0,0,280239,0,372072,652311,77800,83896,0,1494336,1572136,0,0,GUESSING: JOHNSON ADEFILA,SR PASTOR,80250,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201702889349300605_public.xml,990,2016,ACCLAIMING CHRIST THROUGH SPORTS,OR,931235708,729985,1997,2,0,672883,26401,10,18553,717847,0,0,87587,0,67521,155108,562739,2696,0,48527,611266,0,0,GUESSING: YEIMI ANDRADE,BOARD MEMBER,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743139349303094_public.xml,990,2016,NORTH CATAWBA FIRE-RESCUE DEPARTMENT INC,NC,561271172,729181,1958,27,40,690730,7606,14762,9945,723043,0,0,334483,0,371642,706125,16918,885935,1110708,682668,699586,0,0,JIM MUNDAY,PRESIDENT,0,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703189349302975_public.xml,990,2016,THE VEYANCE TECHNOLOGIES INC SUPPLEMENTAL BENEFITS TRUST,OH,651314801,728420,2007,0,0,0,727929,491,0,728420,0,495506,0,0,6000,501506,226914,0,0,188974,415888,0,0,GUESSING: TIM ROGERS,BENEFIT COMMITTEE MEMBER,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713199349301586_public.xml,990,2016,NANTUCKET ICE COMPANY INC,MA,43256369,728090,1994,12,45,117370,383880,21528,26256,549034,0,0,195973,0,565778,761751,-212717,28619,15786,5593121,5425251,0,0,DEVIN REMICK,PRESIDENT,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349301230_public.xml,990,2016,Millsaps Development Inc,MS,237210558,727924,1972,0,0,0,0,0,336964,336964,336964,0,0,0,0,336964,0,0,0,3833596,3833596,0,0,GUESSING: Dr Robert Pearigen,Chairman,378641,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733189349308193_public.xml,990,2016,NEW MEXICO SUICIDE INTERVENTION PROJECT INC,NM,850427990,727661,1994,16,8,716549,4425,6687,0,727661,0,0,365867,0,106144,472011,255650,1112,14225,506285,801965,0,0,CAMERON MIRANDA,PRESIDENT,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733179349304673_public.xml,990,2016,HYPERTHERM HOPE FOUNDATION INC,NH,270646326,726278,2009,0,1224,725044,0,1234,0,726278,759759,0,0,0,4317,764076,-37798,228233,101905,310053,272256,0,0,BARBARA J COUCH,PRESIDENT,0,0
2.01712E+17,https://s3.amazonaws.com/irs-form-990/201711739349300501_public.xml,990,2016,PAUL COLLINS JR SCHOLARSHIP FUND,NY,113281606,724779,1996,0,0,605,38560,5571,52540,97276,0,50500,0,0,44092,94592,2684,15914,11393,596398,633831,0,0,GUESSING: DANTE DANO JR,UNION TRUSTEE,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349309815_public.xml,990,2017,NC STATE AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORG,NC,560644841,723852,1957,7,750,101890,611337,504,10121,723852,4450,0,382099,0,314932,701481,22371,56026,42438,1015924,1038295,0,0,MARYBE MCMILLAN,PRESIDENT,127090,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201712879349300101_public.xml,990,2016,CORUNAREA AMBULANCE SERVICE INC,MI,510161005,723674,1975,29,0,0,723500,174,0,723674,0,0,428398,0,237591,665989,57685,167176,132154,287075,344760,0,0,CHARLES KERRIDGE,PRESIDENT,0,0
2.0184E+17,https://s3.amazonaws.com/irs-form-990/201840189349300714_public.xml,990,2016,VOLUNTEER HOMES FOR ELDERLY,TN,621260299,722994,1986,0,0,424563,298295,136,0,722994,0,0,0,0,737705,737705,-14711,4636905,4604599,-1202201,-1216912,0,0,SUSAN LUKER,PRESIDENT,0,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703179349308110_public.xml,990,2016,NORTHLAND THERAPEUTIC RIDING CENTER,MO,431883210,722976,2000,18,151,613144,81949,-120,-6589,688384,0,0,167431,0,93898,261329,427055,53176,69078,106434,533489,0,0,Jenny Brown,President,0,0
2.01722E+17,https://s3.amazonaws.com/irs-form-990/201721709349300102_public.xml,990,2016,AUGLAIZE INDUSTRIES,OH,341389538,722805,1983,105,0,1265,514223,67152,8678,591318,0,0,375508,0,182695,558203,33115,13742,6491,1016917,1007433,0,0,GUESSING: JO MCCARTHY,DIRECTOR,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713199349302146_public.xml,990,2016,PLEASANT HAVEN INC,IN,201914064,721242,2004,60,30,22693,689216,5299,4034,721242,400,0,370043,0,288449,658892,62350,6175,9432,901669,964019,0,0,SAMUEL MAST,President,0,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800389349301210_public.xml,990,2016,PAGE SEVENTY-THREE PRODUCTIONS INC,NY,134059276,720894,1997,47,17,649627,36188,52,1801,687668,0,0,212129,0,489401,701530,-13862,10900,14285,253380,239518,0,0,AMANDA WOODS,PRESIDENT,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743189349304549_public.xml,990,2016,Leavenworth Winter Sports Club,WA,916057725,720633,0,93,0,81613,547244,686,65862,695405,532,0,316465,0,186948,503945,191460,5112,24296,280686,472146,0,0,Brett Johnson,President,0,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800399349300935_public.xml,990,2016,NORTHERN WILL COUNTY SPECIAL RECREATION ASSOCIATION,IL,362984359,720527,1976,56,58,536878,131211,4611,33939,706639,0,0,517891,0,214842,732733,-26094,350533,425323,1447205,1421111,0,0,KELLY RAJZER,PRESIDENT,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713459349300036_public.xml,990,2016,PROVIDENCE NEWSPAPER GUILD LOCAL 41,RI,50340664,720018,0,9,0,0,111182,32004,54194,197380,0,0,94585,0,138326,232911,-35531,5646,4724,1100208,1060485,0,0,JOHN HILL,PRESIDENT,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733199349319758_public.xml,990,2016,CHRIST FIT GYM INC,LA,460777336,718567,2013,1,0,658918,59649,0,0,718567,0,0,60765,20067,303935,384767,333800,26331,24633,17139,350939,0,0,GUESSING: WILLIAM WEATHERALL,DIRECTOR,15000,0
2.0184E+17,https://s3.amazonaws.com/irs-form-990/201840189349300219_public.xml,990,2016,ST PAUL'S GARDENS HOUSING DEVELOPMENT FUND COMPANY INC,NY,113137273,718494,1995,0,0,0,714835,1578,2081,718494,0,0,150409,0,602766,753175,-34681,157075,167066,4263866,4229185,0,0,LAURA A CASSELL,PRESIDENT,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821179349300807_public.xml,990,2017,MARIAN HOMES INC,VA,541792586,718405,1996,0,0,111340,563043,15061,28961,718405,0,0,0,0,190887,190887,527518,693299,1013879,1622453,2170149,0,0,BILL CROWDER,PRESIDENT,0,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800089349300970_public.xml,990,2015,POLISH CULTURAL FOUNDATION INC,NJ,221988373,718286,1973,0,0,146807,261612,22763,260529,691711,24500,0,82538,0,448276,555314,136397,202052,189086,1723687,1851777,0,0,TOMASZ SZYBOWSKI,ACTING PRESIDENT/VP BUSINESS,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733179349304563_public.xml,990,2016,PRIDE CENTER OF WESTERN NEW YORK INC,NY,450479215,717753,2002,0,25,559280,0,0,5212,564492,0,0,494643,0,164188,658831,-94339,129969,227106,75859,-18480,0,0,RONALD T SILVERIO,President & CEO,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349301005_public.xml,990,2017,SOCIETY OF BROADCAST ENGINEERS INC,IN,237117479,716942,1967,7,375,1407,670213,37742,3307,712669,0,0,431808,0,326624,758432,-45763,0,0,1090626,1115325,0,1,JIM LEIFER,PRESIDENT,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349303447_public.xml,990,2017,Littleton Firefighters Association Local 2086,CO,237171182,716674,1999,0,0,183094,515626,17804,150,716674,0,96944,32094,126930,432971,688939,27735,0,0,439533,479319,0,0,Joel Heinemann,President,10176,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821159349300107_public.xml,990,2017,LOCAL NO 1 REALTY CORP,NY,133321278,715932,1985,0,0,0,712701,2535,696,715932,2500,0,0,0,456098,458598,257334,2624910,2422966,979224,1236558,0,0,LEONARD LEGOTTE,PRESIDENT,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830409349301503_public.xml,990,2016,MORRISTOWN CENTENNIAL LIBRARY ASSOC,VT,30179589,715627,1891,6,23,168986,6429,221683,11648,408746,0,0,167620,0,90923,258543,150203,1834,0,1626422,1918849,0,0,GUESSING: KIM WHITCOMB,TRUSTEE,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830089349301138_public.xml,990,2016,The New York State Forum Inc,NY,263962887,713304,2008,4,1,0,705759,7537,8,713304,0,0,383002,0,307678,690680,22624,329291,403664,1069165,1091789,0,1,GUESSING: ROBERT LOOMIS,Chair,0,0
2.01722E+17,https://s3.amazonaws.com/irs-form-990/201721679349300902_public.xml,990,2015,YANCY LIFE TRANSITION CENTER,TX,450471824,711815,2003,2,50,0,691343,28,20444,711815,0,0,144287,0,615059,759346,-47531,0,20000,39633,-7899,0,0,GUESSING: TREVOR TAYLOR,EXECUTIVE DIRECTOR,61305,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713179349302001_public.xml,990,2016,Feldenkrais Guild of North America,MA,931230642,711378,1993,3,100,517,688014,6,14869,703406,0,0,161936,0,491125,653061,50345,462927,429408,-127173,-76828,0,0,Nancy Haller,President,0,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703179349303505_public.xml,990,2016,WORLD CRANIOFACIAL FOUNDATION,TX,752304155,710988,1989,4,15,682327,0,0,14749,697076,51842,0,64409,0,146043,262294,434782,2048,8000,178330,613114,0,0,KENNETH E SALYER MD,PRESIDENT/CHAIRMAN,0,0
2.0182E+17,https://s3.amazonaws.com/irs-form-990/201820309349301552_public.xml,990,2016,WESLEY APARTMENTS-A METHODIST HOME FOR THE AGING INC,AL,630851067,710471,1983,12,0,0,710459,12,0,710471,0,0,180294,0,607335,787629,-77158,3124446,3147036,-1510427,-1587585,0,0,0,0,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713199349302156_public.xml,990,2016,Thompson Cancer Survival Ctr Foundation,TN,582130450,709995,1994,0,510,316355,0,306456,6608,629419,1521466,0,0,0,149007,1670473,-1041054,187745,306813,18449924,17633716,0,0,GUESSING: Charlie Johnson,Chairman,0,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800229349300300_public.xml,990,2016,FACILITIES INC,ME,10369793,709918,1983,3,0,0,0,-190369,212173,21804,0,0,160940,0,35699,196639,-174835,1199291,1070141,1855443,1707302,0,0,DOUG PLOURDE,PRESIDENT,2200,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800399349301610_public.xml,990,2016,SAN DIEGO MILITARY OUTREACH MINISTRIES,CA,760817487,709591,2006,5,25,697724,0,310,10548,708582,0,0,81008,0,624315,705323,3259,1274,49865,197469,200728,0,0,SANDY CARDER,President,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810309349300821_public.xml,990,2016,ELKO SENIOR CITIZENS CENTER INC,NV,943017044,709257,0,0,60,578016,127722,3519,0,709257,0,0,256317,0,455080,711397,-2140,36926,76235,506453,504313,0,0,GUESSING: RICHARD HARRIS,Chairman,0,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703189349312750_public.xml,990,2016,MENTAL HEALTH PROGRAMS INC X,MA,311581987,708876,1996,0,0,0,708867,9,0,708876,0,0,216307,0,623900,840207,-131331,5688373,5675974,-2089796,-2221127,0,0,SHELDON BYCOFF,PRESIDENT,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733179349300543_public.xml,990,2016,NATIONAL GUARD COUNCIL LOCAL 1776,LA,273964267,707945,2010,4,0,0,646150,3197,58598,707945,0,0,262295,0,519657,781952,-74007,16715,5531,413220,339213,0,0,GUESSING: JAMES SWEAT,VICE PRESIDENT,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830469349302238_public.xml,990,2016,WYOMING MINING ASSOCIATION,WY,830180938,707890,1955,4,0,350589,355387,1284,630,707890,0,0,271492,0,667514,939006,-231116,114721,101963,654815,423699,0,0,CRAIG ROOD,PRESIDENT,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830409349301218_public.xml,990,2016,HELPING AND LENDING OUTREACH SUPPORT,SC,200858549,705466,2000,6,186,690662,0,151,8549,699362,190200,0,356095,8500,288575,843370,-144008,11883,21448,932891,788883,0,0,SYDNEY DELANTY,PRESIDENT,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349304127_public.xml,990,2016,UNITED METAL TRADES ASSOCIATION,OR,930302009,705398,1947,0,77,560908,32924,0,111566,705398,0,0,427955,0,285511,713466,-8068,167144,1231427,366034,-660573,0,1,DAN BLAIR APRIL THRU DEC 2016,PRESIDENT,69835,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830169349301413_public.xml,990,2016,Operation New Hope,CA,953655541,705297,1980,19,15,145517,556762,18,3000,705297,0,0,232760,0,313172,545932,159365,143373,43872,-68416,90949,0,0,GUESSING: Michael McCormick,Chair,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830439349301628_public.xml,990,2016,Midwest Camp Habonim aka Habonim Camp Tavor,MI,366009159,705188,1944,65,20,73033,633217,-1062,0,705188,0,0,244452,0,457530,701982,3206,9226,8107,1862663,1865869,0,0,RONNESS-COHN,President,0,0
2.01811E+17,https://s3.amazonaws.com/irs-form-990/201810929349300796_public.xml,990,2017,THAYNE A HEDGES REGIONAL SPEECH AND HEARING CENTER,OK,730625637,704952,1961,10,0,45706,624874,2,-77781,592801,0,0,464570,0,125380,589950,2851,20658,46881,478438,481289,0,0,JOHN MERZ,PRESIDENT,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830439349301573_public.xml,990,2016,SOCIETY OF ST VINCENT DE PAUL- COUNCIL OF METUCHEN,NJ,10793075,704506,2003,0,411,700898,3160,448,0,704506,0,0,0,0,703542,703542,964,3000,1500,208942,209906,0,0,JERRY RETKWA,PRESIDENT,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733149349302183_public.xml,990,2016,NARRATIVE MAGAZINE INC,CA,30542711,704436,2005,0,100,234303,311930,2436,124975,673644,0,0,260000,0,370025,630025,43619,131,53,323336,377115,0,2,GUESSING: SYLVIA BROWNRIGG,BOARD MEMBER,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810469349300836_public.xml,990,2016,SPARKS REGIONAL MEDICAL CENTER GUILD D/B/A SPARKS AUXILIARY,AR,710258039,703960,1903,0,0,44392,6969,15,228629,280005,92225,0,150010,0,34529,276764,3241,24607,52304,329320,332561,0,0,ALICE SWAIM,PRESIDENT,0,0
2.0182E+17,https://s3.amazonaws.com/irs-form-990/201820109349301512_public.xml,990,2016,PERRYSBURG ROTARY SERVICE FOUNDATION,OH,341438957,703673,1984,0,0,58079,0,47160,44749,149988,103489,0,0,0,9824,113313,36675,0,0,960370,1093935,0,0,GUESSING: SUSAN NELSON,TRUSTEE,0,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800439349300710_public.xml,990,2016,FAMILY PARTNERS OF MORRIS AND SUSSEX COUNTIES,NJ,454214128,703655,2011,14,10,703364,0,0,291,703655,0,0,544889,0,158188,703077,578,32131,34903,24549,20173,0,0,THOMAS S RUSSO JR,President,0,0
